Date,City,PM2.5,PM10,NO,NO2,NOX,NH3,CO,SO2,O3,Benzene,Toluene,Xylane,AQI,AQI_Bucket,City_Code
07-12-2015,Hyderabad,79.29,61.63,8.73,22.09,29.96,6.17,1.17,8.71,24.41,1.22,7.57,1.47,160,Moderate,TG001
08-12-2015,Hyderabad,72.75,105,8.25,17.02,23.62,10.33,1.14,10.43,28.54,1.67,9.31,1.01,147,Moderate,TG001
09-12-2015,Hyderabad,60.17,104.13,7.51,16.7,22.55,10.38,1.12,7.05,29.88,1.57,7.05,1.07,137,Moderate,TG001
10-12-2015,Hyderabad,49.5,117.58,6.44,16.6,21.53,10.5,1.11,7.85,29.88,1.46,6.76,0.92,120,Moderate,TG001
11-12-2015,Hyderabad,24.79,64.46,8.58,12.14,19.29,10.46,0.91,8.54,20.59,0.84,5.26,0.34,101,Moderate,TG001
12-12-2015,Hyderabad,43,87.88,10.1,13.9,22.57,10.42,1.18,7.02,24.96,1.47,7.26,0.99,111,Moderate,TG001
13-12-2015,Hyderabad,57.29,93.25,5.24,9.76,13.55,10.42,0.86,8.74,31.37,1.35,7.01,0.85,124,Moderate,TG001
14-12-2015,Hyderabad,30.54,95.54,5.52,10.89,14.9,10.5,0.81,8.78,31.66,1.06,5.46,0.6,102,Moderate,TG001
15-12-2015,Hyderabad,30.63,94,5.82,14.83,19.18,10.08,0.89,8.37,32.98,1.22,6.36,0.76,100,Satisfactory,TG001
16-12-2015,Hyderabad,33.71,85.54,6.62,12.81,18.01,10.58,0.85,7.29,30.43,1.26,5.91,0.76,101,Moderate,TG001
17-12-2015,Hyderabad,33.42,50.75,6.92,12.47,17.9,10.63,0.8,9.02,28.24,1.22,5.43,0.73,92,Satisfactory,TG001
18-12-2015,Hyderabad,36.17,75.83,6.99,12.44,17.93,10.42,0.94,8.45,27.24,1.15,6.11,1.47,98,Satisfactory,TG001
19-12-2015,Hyderabad,38.33,103.33,7.85,13.32,19.67,10.25,1.03,7.17,22.6,1.31,9.67,1.78,101,Moderate,TG001
20-12-2015,Hyderabad,45.88,98.38,5.3,8.87,12.6,10.38,0.88,7.81,27.92,1.33,7.7,1,104,Moderate,TG001
21-12-2015,Hyderabad,30.29,82.46,3.8,11.64,14.11,10.5,0.6,9.7,28.87,0.82,5.77,0.42,93,Satisfactory,TG001
22-12-2015,Hyderabad,59.21,84.17,6.68,13.39,18.49,10.42,0.92,7.79,31.1,1.13,6.38,0.56,102,Moderate,TG001
23-12-2015,Hyderabad,38.29,83.38,6.6,12.88,18.04,10.42,0.8,6.71,30.15,1.1,5.35,0.64,115,Moderate,TG001
24-12-2015,Hyderabad,60.75,108.04,6.06,11.42,15.98,10.38,0.99,8.48,52.28,1.27,7.24,0.49,113,Moderate,TG001
25-12-2015,Hyderabad,74.17,94,4.72,8.91,12.19,10.29,0.91,11.36,72.53,1.27,5.22,0.8,142,Moderate,TG001
26-12-2015,Hyderabad,79.83,99.88,4.84,12.23,15.52,10.38,1.26,14.13,83.35,1.6,7.69,2.41,174,Moderate,TG001
27-12-2015,Hyderabad,79.46,97.83,5.14,14.89,18.53,10.29,1.26,17.09,61.51,1.78,7.99,1.53,176,Moderate,TG001
28-12-2015,Hyderabad,65.88,99.88,7.62,21.23,27.43,10.33,1.57,9.83,30.85,1.83,9.55,1.53,148,Moderate,TG001
29-12-2015,Hyderabad,68.38,90.21,24.6,27.59,50.51,9.46,1.52,12.64,23.09,2.65,16.45,2.34,147,Moderate,TG001
30-12-2015,Hyderabad,83.79,102.71,38.06,29.6,52.78,10.5,1.71,13.79,22.94,2.57,16,2.11,171,Moderate,TG001
31-12-2015,Hyderabad,177.71,98,28.46,25.5,52.22,10.38,1.73,14.74,25.9,2.33,13.33,2.05,213,Poor,TG001
01-01-2016,Hyderabad,232.83,108.17,11.17,17.35,26.85,10.54,1.45,8.56,27.64,1.79,9.91,2.41,387,Very Poor,TG001
02-01-2016,Hyderabad,71.54,111.71,8.97,16.6,23.98,10.42,1.15,8.39,38.01,1.48,8.14,0.95,211,Poor,TG001
03-01-2016,Hyderabad,66.79,105.13,10.65,15.35,24.45,10.33,1.23,7.77,35.08,1.86,9.56,1.54,145,Moderate,TG001
04-01-2016,Hyderabad,134.71,109.33,9.99,15.94,24.35,10.58,1.27,9.82,34.33,1.86,9.33,2.09,177,Moderate,TG001
05-01-2016,Hyderabad,80.79,113.21,9.04,16.65,24.06,10.63,1.21,8.87,34.37,1.57,9.39,0.97,218,Poor,TG001
06-01-2016,Hyderabad,109.83,105.63,15.06,19.71,33.18,10.46,1.33,8.84,35.03,1.56,8.24,1.49,205,Poor,TG001
07-01-2016,Hyderabad,66.17,102.58,5.71,13.35,17.48,10.46,0.93,7.82,42.99,1.16,7.22,0.86,195,Moderate,TG001
08-01-2016,Hyderabad,69.21,100.46,9.06,18.17,25.57,10.33,1.14,7.82,47.4,1.35,6.72,1.23,145,Moderate,TG001
09-01-2016,Hyderabad,97.21,108.71,21.79,20.69,40.86,10.5,1.26,8.82,46.2,1.47,7.94,1.22,228,Poor,TG001
10-01-2016,Hyderabad,72.13,101.29,17.44,19.99,35.77,10.29,1.17,8.85,62.68,1.48,8.37,1.13,200,Moderate,TG001
11-01-2016,Hyderabad,71.38,106.96,13.04,19.87,31.26,10.29,1.21,8.01,51.86,1.42,7.31,0.9,159,Moderate,TG001
12-01-2016,Hyderabad,129.67,103.54,18.62,22.42,39.3,10.13,1.39,7.62,49.16,1.79,10.55,2.19,219,Poor,TG001
13-01-2016,Hyderabad,103.29,99.83,21.74,21.93,42.02,10.42,1.22,10.39,53.34,1.48,10.55,1.65,257,Poor,TG001
14-01-2016,Hyderabad,60.71,98.54,6.32,13.38,17.95,10.46,0.91,7.1,69.54,1.11,5.88,0.67,216,Poor,TG001
15-01-2016,Hyderabad,56.04,104.71,5.12,7.15,10.77,10.33,0.73,7.28,68.31,0.55,2.62,0.22,155,Moderate,TG001
16-01-2016,Hyderabad,58.54,93.54,5.16,9.91,13.47,10.38,0.93,7.02,74.69,0.37,2.46,0.13,148,Moderate,TG001
17-01-2016,Hyderabad,54.08,99.83,5.16,8.61,12.3,10.33,1.05,8.47,74.38,0.48,3.07,0.14,161,Moderate,TG001
18-01-2016,Hyderabad,43.04,82.33,5.78,9.64,13.97,10.33,0.78,6.51,74.51,0.41,2.66,0.12,171,Moderate,TG001
19-01-2016,Hyderabad,50.33,79.92,5.56,9.39,13.46,10.33,0.74,7.33,39.71,0.53,3.07,0.16,152,Moderate,TG001
20-01-2016,Hyderabad,75.04,102.13,6.03,12.5,17.01,10.54,1.02,8.71,19.6,1.1,5.52,0.42,128,Moderate,TG001
21-01-2016,Hyderabad,62.71,115,5.01,10.2,13.7,10.33,0.78,10.16,37.85,0.35,3.56,0.07,147,Moderate,TG001
22-01-2016,Hyderabad,51.17,103.08,5.2,10,13.76,10.42,0.92,13.55,50.35,0.4,3.69,0.07,117,Moderate,TG001
23-01-2016,Hyderabad,66.13,97.42,5.23,13.23,17.06,10.58,0.99,8.42,48.7,0.48,3.42,0.09,118,Moderate,TG001
24-01-2016,Hyderabad,73.96,105,5.09,10.36,14.06,10.67,0.89,7.65,44.51,0.55,3.64,0.13,149,Moderate,TG001
25-01-2016,Hyderabad,57.58,103.88,7.99,6.65,12.84,10.54,1.25,9.03,42.29,0.56,3.21,0.12,148,Moderate,TG001
26-01-2016,Hyderabad,0,101.33,5.41,2.7,5.36,10.33,0.98,10.08,50.63,,,,120,Moderate,TG001
27-01-2016,Hyderabad,26.67,94.54,5.07,2.75,5.12,10.42,0.81,9.41,28.75,,,,133,Moderate,TG001
28-01-2016,Hyderabad,66.79,104,5.41,2.59,5.3,10.38,1.24,12.97,0.1,,,,117,Moderate,TG001
29-01-2016,Hyderabad,60.83,101.33,5.46,3.01,5.53,10.25,1.76,13.37,21.78,,,,112,Moderate,TG001
30-01-2016,Hyderabad,61.33,95.96,5.33,2.88,5.37,10.29,1.94,12.42,20.34,,,,110,Moderate,TG001
31-01-2016,Hyderabad,77.83,99.58,5.07,2.87,5.19,10.25,1.32,12.31,0.1,,,,139,Moderate,TG001
01-02-2016,Hyderabad,67.13,104.63,5.32,2.76,5.31,10.46,1.43,11.66,0.1,,,,136,Moderate,TG001
02-02-2016,Hyderabad,51.42,84.63,4.49,2.53,4.58,9.17,0.75,9.9,0.09,,,,120,Moderate,TG001
03-02-2016,Hyderabad,57.83,100.29,5.35,3.04,5.47,10.5,1.73,12.69,0.1,,,,112,Moderate,TG001
04-02-2016,Hyderabad,103.25,95.5,4.76,8.26,10.52,10.63,1.25,12,5.79,0.52,4.65,0.26,108,Moderate,TG001
05-02-2016,Hyderabad,68.63,107.63,6.71,13.5,18.84,10.63,0.98,9.9,35.46,0.53,4.01,0.24,174,Moderate,TG001
06-02-2016,Hyderabad,61.71,103,5.41,10.59,14.63,10.54,1.12,6.51,45.37,0.44,3.13,0.16,137,Moderate,TG001
07-02-2016,Hyderabad,61.75,101.17,5.38,8.97,12.97,10.17,0.92,3.82,45.44,0.44,2.67,0.15,121,Moderate,TG001
08-02-2016,Hyderabad,69.67,108.29,5.46,10.01,14.1,10.33,0.86,3.99,37.8,0.44,2.87,0.15,134,Moderate,TG001
09-02-2016,Hyderabad,72.29,106.67,5.41,11.19,15.2,10.29,1.02,4.32,40.99,0.43,3.15,0.15,149,Moderate,TG001
10-02-2016,Hyderabad,62.04,99.25,5.91,12.15,16.68,10.21,0.92,4.73,46.72,0.45,6.47,0.16,137,Moderate,TG001
11-02-2016,Hyderabad,67,109.29,5.29,10.13,14.05,10.38,0.92,6.21,51.08,0.44,6.43,0.16,124,Moderate,TG001
12-02-2016,Hyderabad,61.42,96.63,5.45,10.43,14.54,10.25,0.68,4.48,49.34,0.37,4.66,0.13,122,Moderate,TG001
13-02-2016,Hyderabad,62.67,103,4.93,10.25,13.87,10.42,0.89,4.77,50.96,0.54,4.25,0.4,120,Moderate,TG001
14-02-2016,Hyderabad,58.25,100.38,5.07,7.93,11.66,10.21,0.94,5.61,38.25,1.12,5.71,1.44,120,Moderate,TG001
15-02-2016,Hyderabad,56.21,98.54,5.52,9.52,13.7,10.13,0.67,5.45,33.34,0.9,3.95,0.87,116,Moderate,TG001
16-02-2016,Hyderabad,37,39,7.35,9.96,16.16,8.46,1.1,5.36,24.56,0.46,2.92,0.39,123,Moderate,TG001
17-02-2016,Hyderabad,47.67,20.33,5.96,12.95,17.52,10.46,0.93,5.36,35.93,0.2,1.82,0.11,95,Satisfactory,TG001
18-02-2016,Hyderabad,45.04,53.54,5.77,11.18,15.59,10.38,0.99,5.38,28.3,0.19,2.17,0.1,102,Moderate,TG001
19-02-2016,Hyderabad,44.96,19.04,8.82,12.82,20.32,10.5,1.06,4.95,25.76,0.93,5.59,1.02,100,Satisfactory,TG001
20-02-2016,Hyderabad,173.29,14.21,10.62,17.14,26.33,10.5,1.22,6.56,31.91,1.46,8.87,1.97,134,Moderate,TG001
21-02-2016,Hyderabad,525.25,7.83,16.96,19.15,34.7,10.54,1.57,8.75,37.36,2.16,13.13,2.85,442,Severe,TG001
22-02-2016,Hyderabad,353.63,47.75,8.53,16.83,23.94,10.46,1.17,9.43,38.86,1.4,9.8,2.38,510,Severe,TG001
23-02-2016,Hyderabad,65.96,107.21,3.32,10.53,12.46,10.42,0.83,7.15,43.44,1.08,5.04,1.14,235,Poor,TG001
24-02-2016,Hyderabad,50.21,95.04,5.37,9.25,13.29,10.38,0.79,7.02,41.45,0.75,4.14,0.61,115,Moderate,TG001
25-02-2016,Hyderabad,53.38,102.04,5.49,10.41,14.59,10.38,0.9,5.88,43.55,0.82,4.75,0.79,113,Moderate,TG001
26-02-2016,Hyderabad,48.63,96.83,5.28,7.94,11.87,10.33,0.89,6.79,26.1,0.84,9.74,0.82,109,Moderate,TG001
27-02-2016,Hyderabad,29.42,80.63,5.32,8.1,12.09,10.21,0.87,6.07,24.43,0.75,3.83,0.93,100,Satisfactory,TG001
28-02-2016,Hyderabad,36.21,91.08,5.66,9.6,13.87,10.38,0.79,5.97,22.35,0.9,4.51,1.28,99,Satisfactory,TG001
29-02-2016,Hyderabad,32.96,93.96,5.84,9.41,13.91,10.33,0.92,5.34,27.62,0.79,4.42,0.89,98,Satisfactory,TG001
01-03-2016,Hyderabad,38.88,86.63,5.26,8.87,12.81,10.25,0.89,5.35,33.92,0.81,3.43,0.9,102,Moderate,TG001
02-03-2016,Hyderabad,48.33,98.67,5.38,10.22,14.24,10.13,1.08,5.22,39.26,0.99,5.35,1.07,106,Moderate,TG001
03-03-2016,Hyderabad,50.08,88.71,5.58,12.11,16.27,10.21,1,7.78,45.55,0.95,5.37,1.11,110,Moderate,TG001
04-03-2016,Hyderabad,63.29,99.75,5.44,12.41,16.46,10.21,1.08,5.8,44.08,1.02,5.7,2.22,117,Moderate,TG001
05-03-2016,Hyderabad,65.83,105.67,5.35,12.36,16.33,10.29,1.1,6.89,47.03,0.93,5.53,2.3,129,Moderate,TG001
06-03-2016,Hyderabad,43.46,96.58,5.14,10.03,13.7,10.04,0.87,5.59,40.23,0.81,3.71,0.92,118,Moderate,TG001
07-03-2016,Hyderabad,39,85,5.41,8.1,12.18,10.25,0.77,5.48,40.82,0.74,3.35,0.75,100,Satisfactory,TG001
08-03-2016,Hyderabad,41.54,75.46,5.62,9.64,13.89,10.29,0.75,5.85,38.46,0.71,3.85,2.11,98,Satisfactory,TG001
09-03-2016,Hyderabad,50.83,86.54,7.07,13.18,18.89,10.17,1.33,9.26,41.84,0.92,4.24,1.47,118,Moderate,TG001
10-03-2016,Hyderabad,60.75,98.25,8.12,15.99,22.67,10.21,1.14,5.09,32.62,1.3,6.92,2.93,121,Moderate,TG001
11-03-2016,Hyderabad,63.96,96.67,8.2,16.48,23.29,10.25,1.11,6.07,36.32,1.17,7.49,1.65,117,Moderate,TG001
12-03-2016,Hyderabad,63.42,109.67,6.11,13.84,18.54,10.38,0.96,6.19,38.78,1.19,5.73,1.42,135,Moderate,TG001
13-03-2016,Hyderabad,57.96,98.71,5.5,8.84,12.98,10.17,0.82,6.35,47.36,0.67,3.83,0.8,121,Moderate,TG001
14-03-2016,Hyderabad,63.38,96.71,5.24,8.98,12.78,10.17,0.86,6.13,46.51,0.8,4.04,1.44,126,Moderate,TG001
15-03-2016,Hyderabad,48.17,87.42,5.67,8.51,12.81,10.21,0.85,4.96,25.95,0.73,3.83,1.86,109,Moderate,TG001
16-03-2016,Hyderabad,49.29,83.38,5.47,13.73,18.23,7.08,0.83,5.05,30.63,0.64,3.29,0.76,106,Moderate,TG001
17-03-2016,Hyderabad,45.75,77.21,9.99,11.22,21.21,0,1.05,5.54,28.15,0.62,3.32,0.56,111,Moderate,TG001
18-03-2016,Hyderabad,48,98.83,0,0,0,0,0.83,5.46,55.67,1.2,6.32,1.37,98,Satisfactory,TG001
19-03-2016,Hyderabad,52.58,91.79,2.42,1.39,2.46,4.92,1.01,4.48,45.44,1.19,5.25,1.36,95,Satisfactory,TG001
20-03-2016,Hyderabad,65.21,98.54,5.36,2.69,5.31,10.29,1.37,6.6,36.69,2.36,12.1,3.37,111,Moderate,TG001
21-03-2016,Hyderabad,46.79,105.46,5.62,3,5.66,10.25,1.66,9.28,28.03,2.99,15.19,5.6,112,Moderate,TG001
22-03-2016,Hyderabad,51.96,103.21,5.51,3.09,5.83,10.38,1.53,12.25,45.66,3.02,21.34,5.59,121,Moderate,TG001
23-03-2016,Hyderabad,77.42,101.33,10.15,14.08,22.41,10.38,1.68,10.62,42.17,2.3,12.17,4.36,123,Moderate,TG001
24-03-2016,Hyderabad,73.5,105.92,5.26,10.41,14.27,10.29,0.85,5.67,53.31,0.93,5.12,1.42,160,Moderate,TG001
25-03-2016,Hyderabad,74.04,104.04,5.61,11.53,15.68,10.29,1.01,6.29,52.35,0.9,5.75,1.04,151,Moderate,TG001
26-03-2016,Hyderabad,61.04,106.17,5.46,11.4,15.49,10.29,0.91,4.08,49.85,0.93,4.36,1.21,134,Moderate,TG001
27-03-2016,Hyderabad,69.38,108.54,5.36,9.86,13.88,10.13,1,3.7,62.11,0.87,3.77,0.88,141,Moderate,TG001
28-03-2016,Hyderabad,64.33,111.33,5.24,9.19,13.03,10.21,1.18,4.33,55.42,0.72,3.6,0.88,138,Moderate,TG001
29-03-2016,Hyderabad,58.21,92.71,5.44,11.1,15.26,9.17,1.12,2.98,50.93,0.86,3.61,0.84,123,Moderate,TG001
30-03-2016,Hyderabad,56,95.42,5.7,11.15,15.47,10.04,1.13,3.89,46.22,0.89,4.24,0.75,125,Moderate,TG001
31-03-2016,Hyderabad,40.13,82.17,3.21,9.53,11.28,9.25,0.63,4.2,38.52,0.69,3.52,0.72,92,Satisfactory,TG001
01-04-2016,Hyderabad,48.33,83.25,3.21,9.12,11.01,7,0.87,5.48,45.77,1.08,7.15,4.19,103,Moderate,TG001
02-04-2016,Hyderabad,47.04,83.96,0,0,0,0,0.9,5.08,44.31,1.45,5.94,2,102,Moderate,TG001
03-04-2016,Hyderabad,70.75,100.92,0.38,8.09,7.92,0,0.84,4.33,54.71,1.23,5.12,1.36,103,Moderate,TG001
04-04-2016,Hyderabad,53.75,104.13,8.83,24.81,28.55,11.92,1.21,4.43,50.46,0.84,3.62,0.74,146,Moderate,TG001
05-04-2016,Hyderabad,41.92,92.04,4.13,31.68,21.83,20.71,0.79,4.42,43.17,0.99,5.3,1.09,103,Moderate,TG001
06-04-2016,Hyderabad,48.5,90.5,9.27,33.59,30.45,17.75,1.5,4.32,43.43,0.73,4.34,1.18,117,Moderate,TG001
07-04-2016,Hyderabad,42.25,96.58,3.83,31.94,23.71,22.33,0.96,5.25,45.28,0.76,4.1,0.96,120,Moderate,TG001
08-04-2016,Hyderabad,31.5,84.54,5.28,35.11,23.23,20.04,0.8,4.88,47.55,0.91,4.38,3.28,88,Satisfactory,TG001
09-04-2016,Hyderabad,32,69.92,7.2,32.42,21.16,19.5,0.87,4.28,35.94,0.89,3.84,1.31,77,Satisfactory,TG001
10-04-2016,Hyderabad,28.08,75.75,6.76,34.6,21.91,17.58,0.82,6.37,40.03,0.88,5.14,1.29,79,Satisfactory,TG001
11-04-2016,Hyderabad,46.83,100.46,7.67,34.5,28.29,18.5,1.24,3.38,44.25,0.83,4.09,1.29,99,Satisfactory,TG001
12-04-2016,Hyderabad,48.88,76.88,12.85,34.56,37.07,16.92,1.61,9.64,41,0.69,4.45,0.75,117,Moderate,TG001
13-04-2016,Hyderabad,56.08,90.67,12.5,31.16,32.34,20.67,1.24,6.89,40.31,0.84,5.48,1.02,116,Moderate,TG001
14-04-2016,Hyderabad,66.54,109.46,11.85,37,35.18,26,1.2,10.05,42.49,1.35,5.99,1.89,131,Moderate,TG001
15-04-2016,Hyderabad,54.63,102,4.9,23.02,19.15,23.17,0.83,4.06,50.46,0.92,3.77,1.22,121,Moderate,TG001
16-04-2016,Hyderabad,70.96,96.92,4.74,21.28,18.48,21.5,1.05,3.85,48.14,0.57,2.94,0.46,125,Moderate,TG001
17-04-2016,Hyderabad,63.63,91.63,4.81,20.25,17.83,20.38,0.97,5.27,40.9,0.64,3.28,0.72,151,Moderate,TG001
18-04-2016,Hyderabad,47.58,94.67,4.68,28.92,23.65,19.58,1.2,4.28,27.96,0.99,4.38,1.22,139,Moderate,TG001
19-04-2016,Hyderabad,37.67,75.38,7.38,27.73,24.53,19.29,1.1,7.1,26.39,0.64,4.01,0.86,107,Moderate,TG001
20-04-2016,Hyderabad,44.92,78.29,8.98,33.13,29.96,22.42,1.02,7.21,29.12,0.68,3.69,0.98,105,Moderate,TG001
21-04-2016,Hyderabad,48.58,87,4.58,33.5,24.68,23.71,1.3,5.98,36.99,0.9,4.98,1.36,120,Moderate,TG001
22-04-2016,Hyderabad,40.21,99,11.29,39.29,27.55,21.17,1.02,5.78,39.28,1.16,6.37,1.79,100,Satisfactory,TG001
23-04-2016,Hyderabad,20.58,73.63,3.44,17.25,10.95,14.92,0.48,6.44,46.06,0.6,3.36,0.39,101,Moderate,TG001
24-04-2016,Hyderabad,0,0,0,0,0,0,0,0,0,,,,91,Satisfactory,TG001
25-04-2016,Hyderabad,18.71,44.79,7.99,32.05,18.21,11.67,0.05,16.36,31.03,1.65,8.94,3.63,44.79,Good,TG001
26-04-2016,Hyderabad,49.75,95.46,7.29,39.23,27.04,29.96,0.15,8.13,34.53,0.77,3.64,1.18,102,Moderate,TG001
27-04-2016,Hyderabad,52.92,94.79,10.35,34.44,30.89,33.71,0.9,7.58,24.33,0.53,3.21,0.69,129,Moderate,TG001
28-04-2016,Hyderabad,44.29,78.13,11.41,34.53,32.21,27.96,0.51,8.18,34.32,0.44,2.87,0.43,110,Moderate,TG001
29-04-2016,Hyderabad,40.17,85.17,8.83,32.79,28.28,33.58,0.48,6.71,31.34,0.44,3.01,0.37,99,Satisfactory,TG001
30-04-2016,Hyderabad,33.29,76.75,8.73,31.35,28.66,33.13,0.47,7.87,47.78,0.36,2.41,0.33,100,Satisfactory,TG001
01-05-2016,Hyderabad,46.21,107.71,9.55,31.1,28.46,29.75,0.49,6.57,40.05,0.55,3.61,0.65,108,Moderate,TG001
02-05-2016,Hyderabad,37.29,84.13,4.85,26.57,21.07,23.92,0.43,6.13,52.45,0.25,1.39,0.19,104,Moderate,TG001
03-05-2016,Hyderabad,38.71,83.92,5.33,35.95,27.93,29.29,0.71,3.05,34.06,0.46,3.22,0.43,116,Moderate,TG001
04-05-2016,Hyderabad,30,56.04,6.46,20.73,18.45,44.33,0.38,5.1,49.45,0.25,1.88,0.27,92,Satisfactory,TG001
05-05-2016,Hyderabad,29.29,53.08,10.85,29.21,27.98,24.92,0.38,10.13,41.7,0.38,2.1,0.28,67,Satisfactory,TG001
06-05-2016,Hyderabad,48.25,52.54,8.71,38.89,29.65,38.04,0.67,0.96,25.17,0.38,1.2,0.18,72,Satisfactory,TG001
07-05-2016,Hyderabad,89.54,94.13,18.33,59.85,47.12,57.17,1.09,2.75,34.35,0.5,0.55,0.12,90,Satisfactory,TG001
08-05-2016,Hyderabad,40.13,19.08,24.62,35.16,51.79,29.46,1.65,6.09,43.27,0.19,0.98,0.17,156,Moderate,TG001
09-05-2016,Hyderabad,50.83,37.67,7.79,33.2,33.14,16.08,1.27,5.84,41.24,0.32,1.79,0.37,167,Moderate,TG001
10-05-2016,Hyderabad,25.42,44.38,8.8,44.42,25.36,27.13,1.27,7,35.04,0.47,4.37,1.43,105,Moderate,TG001
11-05-2016,Hyderabad,60.75,78.46,20.76,51.24,50,30.04,1.42,7.73,24.56,0.91,7.68,1.75,105,Moderate,TG001
12-05-2016,Hyderabad,50.96,92.17,18.48,46.69,46.61,29.54,1.66,15.51,38,0.44,3.58,0.45,135,Moderate,TG001
13-05-2016,Hyderabad,45.71,82.63,6.11,38.21,29.19,29.29,0.95,5.84,44.28,0.36,2.87,0.36,110,Moderate,TG001
14-05-2016,Hyderabad,46.21,91,5.03,35.88,26.3,30.5,0.91,5.23,51.78,0.31,1.96,0.31,110,Moderate,TG001
15-05-2016,Hyderabad,30.96,65.13,6.5,25,20.89,28.75,0.82,5.39,29.69,0.34,1.9,0.33,95,Satisfactory,TG001
16-05-2016,Hyderabad,28.42,73.33,8.82,29.68,25.85,27.63,0.79,4.71,31.52,0.32,2.11,0.38,92,Satisfactory,TG001
17-05-2016,Hyderabad,23.04,66.21,7.53,28.72,23.51,31.21,0.69,9.34,22.35,0.29,1.88,0.43,83,Satisfactory,TG001
18-05-2016,Hyderabad,29.67,72.33,9.35,28.29,25.18,29.04,0.84,7.27,23.33,0.3,1.98,0.29,84,Satisfactory,TG001
19-05-2016,Hyderabad,34.54,68.46,6.07,26.2,22.43,26.92,0.65,6.7,22,0.22,1.58,0.19,86,Satisfactory,TG001
20-05-2016,Hyderabad,29.63,53.79,8.71,19.21,19.22,39.63,0.6,3.26,32.38,0.18,0.69,0.12,92,Satisfactory,TG001
21-05-2016,Hyderabad,32.83,41.96,5.55,16.81,17.74,19.92,0.38,5.56,16.96,0.08,0.5,0.08,105,Moderate,TG001
22-05-2016,Hyderabad,34.46,87,8.08,22.97,22.12,22.38,0.67,5.71,18.1,0.33,2.46,0.43,93,Satisfactory,TG001
23-05-2016,Hyderabad,30.63,66.08,5.61,22.26,19.54,20.08,0.58,5.2,18.19,0.11,0.83,0.1,95,Satisfactory,TG001
24-05-2016,Hyderabad,31.96,72.42,9.64,24.79,25.28,20.33,0.63,5.62,20.13,0.15,1.27,0.13,87,Satisfactory,TG001
25-05-2016,Hyderabad,48.63,67.92,13.77,23.86,28.59,20.79,0.59,5.85,19.21,0.18,1.96,0.2,104,Moderate,TG001
26-05-2016,Hyderabad,42.25,44.46,9.96,22.65,24.95,21.46,0.52,4.88,22.3,0.12,1.08,0.1,147,Moderate,TG001
27-05-2016,Hyderabad,26.71,57.79,6.44,19.09,18.62,18.67,0.51,5.22,28.01,0.09,0.68,0.08,85,Satisfactory,TG001
28-05-2016,Hyderabad,25.5,63.79,5.24,20.32,17.85,19.13,0.53,6,29.17,0.12,0.78,0.09,80,Satisfactory,TG001
29-05-2016,Hyderabad,26.08,76.71,5.44,21.04,18.29,18.92,0.57,5.33,27.41,0.28,1.54,0.05,85,Satisfactory,TG001
30-05-2016,Hyderabad,29.5,0,6.06,13.95,20.01,0,2.05,6.24,22.63,0.12,0.74,0.07,189,Moderate,TG001
31-05-2016,Hyderabad,31.88,0,8.49,18,26.49,0,0.74,6.49,20.77,0.17,1.39,0.13,100,Satisfactory,TG001
01-06-2016,Hyderabad,39.88,0,12.31,22.05,34.36,0,0.94,6.65,21.89,0.23,1.54,0.23,111,Moderate,TG001
02-06-2016,Hyderabad,23.75,0,8.05,16.37,24.41,0,0.44,1.13,20.3,0.26,0.93,0.14,88,Satisfactory,TG001
03-06-2016,Hyderabad,39.58,0,8.94,22.33,31.26,0,0.89,6.54,25,0.18,1.15,0.15,112,Moderate,TG001
04-06-2016,Hyderabad,29.21,0,4.8,12.83,17.63,0,0.73,5.93,35.81,0.11,0.79,0.1,112,Moderate,TG001
05-06-2016,Hyderabad,36.13,0,5.02,13.02,18.04,0,0.79,6.06,35.42,0.13,0.82,0.08,101,Moderate,TG001
06-06-2016,Hyderabad,37.38,0,5.24,14.63,19.86,0,0.8,5.99,38.04,0.16,0.94,0.1,107,Moderate,TG001
07-06-2016,Hyderabad,37.25,0,14.21,25.02,39.23,0,1.5,6.07,23.93,0.21,1.52,0.19,131,Moderate,TG001
08-06-2016,Hyderabad,35.71,0,5.29,15.98,21.26,0,1.23,6.29,26.72,0.21,1.49,0.18,150,Moderate,TG001
09-06-2016,Hyderabad,34,0,5.79,13.95,19.74,0,0.79,1.54,27.2,0.12,1.1,0.11,106,Moderate,TG001
10-06-2016,Hyderabad,31.33,0,5.08,10.86,15.95,0,0.71,5.73,31.8,0.13,0.92,0.08,108,Moderate,TG001
11-06-2016,Hyderabad,14.88,0,1.93,8.33,10.25,0,0.97,0.99,11.44,0.19,1.32,0.09,117,Moderate,TG001
12-06-2016,Hyderabad,26.13,0,6.65,12.12,18.76,0,0.66,7.08,14.73,0.17,1.22,0.08,100,Satisfactory,TG001
13-06-2016,Hyderabad,63.08,0,7.79,10.21,18,0,0.65,8.16,16,0.16,1.07,0.08,109,Moderate,TG001
14-06-2016,Hyderabad,27.83,0,5.82,9.75,15.57,0,0.67,7.66,17.5,0.1,0.65,0.06,125,Moderate,TG001
15-06-2016,Hyderabad,348,0,7.73,10.54,18.28,0,0.68,7.39,13.11,0.1,0.63,0.06,199,Moderate,TG001
16-06-2016,Hyderabad,571,0,6.14,10.7,16.83,0,1.07,6.68,16.81,0.11,0.67,0.07,737,Severe,TG001
