Date,City,PM2.5,PM10,NO,NO2,NOX,NH3,CO,SO2,O3,Benzene,Toluene,Xylane,AQI,AQI_Bucket,City_Code
17-06-2016,Hyderabad,32.58,0,9.13,8.3,17.43,0,0.59,7.09,28.2,0.13,0.92,0.09,295,Poor,TG001
18-06-2016,Hyderabad,14.46,0,1.46,6.98,8.44,0,0.18,0.4,9.82,0.2,1.34,0.13,67,Satisfactory,TG001
19-06-2016,Hyderabad,34.04,0,5.87,12.21,18.08,0,0.77,6.3,13.51,0.21,1.39,0.14,115,Moderate,TG001
20-06-2016,Hyderabad,29.25,0,6.35,10.64,16.99,0,1.16,6.14,13.6,0.22,1.3,0.16,131,Moderate,TG001
21-06-2016,Hyderabad,33.96,0,8.94,15.16,24.1,0,0.99,6.66,16.7,0.24,1.69,0.18,105,Moderate,TG001
22-06-2016,Hyderabad,24.58,0,7.98,11.26,19.25,0,1.18,6.34,18.23,0.3,1.89,0.24,146,Moderate,TG001
23-06-2016,Hyderabad,22.38,0,6.92,10.11,17.03,0,0.7,6.21,20.15,0.17,1.05,0.13,90,Satisfactory,TG001
24-06-2016,Hyderabad,18,0,5.78,10.22,16,0,0.66,6.61,18.51,0.12,0.93,0.1,88,Satisfactory,TG001
25-06-2016,Hyderabad,21.54,0,6.36,9.74,16.09,0,0.64,6.78,14.55,0.14,0.96,0.13,88,Satisfactory,TG001
26-06-2016,Hyderabad,24.5,0,5.86,9.42,15.28,0,0.68,6,15.04,0.14,0.99,0.15,90,Satisfactory,TG001
27-06-2016,Hyderabad,20.96,0,5.89,9.17,15.06,0,1.02,6.2,13.17,0.12,0.8,0.12,123,Moderate,TG001
28-06-2016,Hyderabad,66.04,0,9.42,10.91,20.33,0,0.7,6.19,6.28,0.14,0.86,0.15,106,Moderate,TG001
29-06-2016,Hyderabad,20.5,0,6.77,11.42,18.19,0,0.67,6.17,9.19,0.14,0.92,0.15,126,Moderate,TG001
30-06-2016,Hyderabad,19.67,0,6.3,8.87,15.17,0,0.63,6.61,13.09,0.11,0.74,0.11,88,Satisfactory,TG001
01-07-2016,Hyderabad,21.5,0,8.42,11.55,19.97,0,0.7,6.75,8.59,0.1,0.67,0.12,88,Satisfactory,TG001
02-07-2016,Hyderabad,34,0,6.3,8.84,15.13,0,0.66,6.99,11.61,0.1,0.66,0.13,97,Satisfactory,TG001
03-07-2016,Hyderabad,34,0,6.42,8.37,14.79,0,0.72,6.21,10.13,0.11,0.67,0.14,104,Moderate,TG001
04-07-2016,Hyderabad,106.04,0,2.71,7.2,9.91,0,1.03,6.79,9.39,0.11,0.75,0.13,163,Moderate,TG001
05-07-2016,Hyderabad,18.04,0,6.62,7.53,14.15,0,1.05,6.15,8.83,0.11,0.62,0.11,252,Poor,TG001
06-07-2016,Hyderabad,95.17,0,8.04,7.47,15.51,0,0.23,6.57,7.14,0.15,0.87,0.15,37,Good,TG001
07-07-2016,Hyderabad,30.92,0,6.72,9.64,16.36,0,0.66,8.62,9.4,0.09,0.61,0.1,205,Poor,TG001
08-07-2016,Hyderabad,26.25,0,6.2,8.32,14.52,0,0.63,9.08,10.69,0.08,0.55,0.09,99,Satisfactory,TG001
09-07-2016,Hyderabad,22.79,0,6.97,8.77,15.73,0,0.66,6.66,7.52,0.08,0.53,0.08,91,Satisfactory,TG001
10-07-2016,Hyderabad,62.04,0,6.78,8.55,15.33,0,0.66,6.71,8.54,0.09,0.58,0.1,107,Moderate,TG001
11-07-2016,Hyderabad,343,0,6.28,6.94,13.22,0,1.03,6.15,10.16,0.09,0.67,0.1,307,Very Poor,TG001
12-07-2016,Hyderabad,172.46,0,6.75,7.81,14.56,0,1.06,6.01,11.6,0.1,0.68,0.09,495,Severe,TG001
13-07-2016,Hyderabad,9.92,0,6.54,8.48,15.03,0,1.07,5.9,12.97,0.09,0.64,0.09,194,Moderate,TG001
14-07-2016,Hyderabad,16.88,0,9,10.87,19.87,0,0.7,6.03,12.3,0.1,0.76,0.1,88,Satisfactory,TG001
15-07-2016,Hyderabad,20.58,0,9.02,12.83,21.84,0,0.71,6.95,14.77,0.14,0.99,0.12,94,Satisfactory,TG001
16-07-2016,Hyderabad,19.96,0,6.9,14.16,21.05,0,1.12,5.93,13.64,0.16,1.25,0.12,120,Moderate,TG001
17-07-2016,Hyderabad,20.96,0,8.21,18.06,26.27,0,0.87,5.9,11.52,0.16,1.2,0.16,98,Satisfactory,TG001
18-07-2016,Hyderabad,10.08,0,10.01,17.17,27.18,0,0.62,7.18,14.89,0.22,1.25,0.17,92,Satisfactory,TG001
19-07-2016,Hyderabad,3,0,2.34,4.8,7.13,0,0.14,0.62,2.31,0.19,1.17,0.19,36,Good,TG001
20-07-2016,Hyderabad,10.58,0,5.83,8.3,14.13,0,1.02,5.83,10.45,0.1,0.73,0.08,155,Moderate,TG001
21-07-2016,Hyderabad,11.42,0,2.54,8.78,11.32,0,1.1,1.52,8.07,0.1,0.73,0.08,120,Moderate,TG001
22-07-2016,Hyderabad,49.96,0,5.58,9.3,14.69,0,1.09,5.53,10.21,0.16,1.48,0.1,138,Moderate,TG001
23-07-2016,Hyderabad,6.79,0,8.52,6.07,14.59,0,1,5.18,9.88,0.13,1.22,0.09,127,Moderate,TG001
24-07-2016,Hyderabad,10.75,0,4.83,6.62,11.45,0,1.1,5.87,12.78,0.14,0.94,0.1,204,Poor,TG001
25-07-2016,Hyderabad,10.96,0,5.87,10.17,16.04,0,1.26,5.63,11.88,0.16,0.96,0.13,131,Moderate,TG001
26-07-2016,Hyderabad,15.96,0,7.62,11.71,19.33,0,1.46,5.95,8.19,0.23,2.06,0.18,135,Moderate,TG001
27-07-2016,Hyderabad,52.58,0,6.78,15.72,22.5,0,0.7,1.15,11.21,0.32,2.93,0.29,66,Satisfactory,TG001
28-07-2016,Hyderabad,20.63,0,15.03,15.87,30.9,0,8.83,5.89,9.17,0.36,2.77,0.37,248,Poor,TG001
29-07-2016,Hyderabad,15.58,0,7.2,12.04,19.24,0,8.34,5.24,8.35,0.21,1.84,0.19,247,Poor,TG001
30-07-2016,Hyderabad,19.04,0,7.51,10.55,18.06,0,7.72,5.57,7.72,0.25,1.61,0.18,265,Poor,TG001
31-07-2016,Hyderabad,10.63,0,7.4,8.5,15.9,0,6.46,6.25,6.46,0.12,0.81,0.11,240,Poor,TG001
01-08-2016,Hyderabad,10.25,0,7.58,8.01,15.59,0,6.08,6.15,6.08,0.1,0.68,0.09,232,Poor,TG001
02-08-2016,Hyderabad,6,0,7.4,7.35,14.74,0,7.25,6.7,7.25,0.08,0.57,0.06,242,Poor,TG001
03-08-2016,Hyderabad,4.83,0,3.84,7.3,11.14,0,5.32,5.05,7,0.08,0.57,0.08,234,Poor,TG001
04-08-2016,Hyderabad,6.42,0,7.59,7.9,15.49,0,1.07,5.87,6.9,0.08,0.49,0.07,121,Moderate,TG001
05-08-2016,Hyderabad,3.63,0,10.41,6.19,16.6,0,1,5.47,7.3,0.09,0.6,0.07,117,Moderate,TG001
06-08-2016,Hyderabad,6.08,0,7.49,7.1,14.59,0,0.63,5.85,7.66,0.08,0.5,0.06,22,Good,TG001
07-08-2016,Hyderabad,6.38,0,6.49,7.69,14.18,0,0.63,6.04,9.5,0.08,0.52,0.07,82,Satisfactory,TG001
08-08-2016,Hyderabad,9.67,0,6.82,9.49,16.31,0,1.09,5.95,9.91,0.09,0.58,0.07,119,Moderate,TG001
09-08-2016,Hyderabad,8.88,6.96,6.5,8.99,15.02,2.04,0.68,6.51,10.1,0.1,0.56,0.07,86,Satisfactory,TG001
10-08-2016,Hyderabad,9.42,22.63,4.83,8.64,11.86,7.17,0.45,6.92,9.76,0.07,0.46,0.04,84,Satisfactory,TG001
11-08-2016,Hyderabad,7.83,18.75,5.34,9.11,10.68,8.38,0.44,6.2,9.13,0.09,0.55,0.05,63,Satisfactory,TG001
12-08-2016,Hyderabad,6.5,0,10.4,7.03,8.71,0,0.5,6.91,8.04,0.09,0.59,0.05,120,Moderate,TG001
13-08-2016,Hyderabad,0,0,0,0,0,0,0,0,0,,,,0,Good,TG001
14-08-2016,Hyderabad,0,0,0,0,0,0,0,0,0,,,,0,Good,TG001
15-08-2016,Hyderabad,0,0,0,0,0,0,0,0,0,,,,0,Good,TG001
16-08-2016,Hyderabad,0,0,0,0,0,0,0,0,0,,,,0,Good,TG001
17-08-2016,Hyderabad,0,0,0,0,0,0,0,0,0,0,0,0,0,Good,TG001
18-08-2016,Hyderabad,0,0,0,0,0,0,0,0,0,0,0,0,0,Good,TG001
19-08-2016,Hyderabad,0,0,0,0,0,0,0,0,0,0,0,0,0,Good,TG001
20-08-2016,Hyderabad,0,0,0,0,0,0,0,0,0,0,0,0,0,Good,TG001
21-08-2016,Hyderabad,0,0,0,0,0,0,0,0,0,0,0,0,0,Good,TG001
22-08-2016,Hyderabad,0,0,0,0,0,0,0,0,0,0,0,0,0,Good,TG001
23-08-2016,Hyderabad,0,0,0,0,0,0,0,0,0,0,0,0,0,Good,TG001
24-08-2016,Hyderabad,0,0,0,0,0,0,0,0,0,0,0,0,0,Good,TG001
25-08-2016,Hyderabad,0,0,0,0,0,0,0,0,0,0,0,0,0,Good,TG001
26-08-2016,Hyderabad,0,0,0,0,0,0,0,0,0,0,0,0,0,Good,TG001
27-08-2016,Hyderabad,0,0,0,0,0,0,0,0,0,0,0,0,0,Good,TG001
28-08-2016,Hyderabad,0,0,0,0,0,0,0,0,0,,,,0,Good,TG001
29-08-2016,Hyderabad,0,0,0,0,0,0,0,0,0,0,0,0,0,Good,TG001
30-08-2016,Hyderabad,0,0,0,0,0,0,0,0,0,0,0,0,0,Good,TG001
31-08-2016,Hyderabad,0,0,0,0,0,0,0,0,0,0,0,0,0,Good,TG001
01-09-2016,Hyderabad,3.04,13.58,5.9,22.19,7.6,15.46,0.11,2.03,4.38,0.02,0.11,0.36,22.19,Good,TG001
02-09-2016,Hyderabad,4.67,20.25,9.37,39.12,13.01,27.04,0.39,6.75,11.84,0.06,0.85,0.11,87,Satisfactory,TG001
03-09-2016,Hyderabad,9.54,27.75,12.13,52.33,17.23,14.08,0.45,9.71,13.25,0.06,0.49,1.06,78,Satisfactory,TG001
04-09-2016,Hyderabad,0.96,15.54,1.73,11.55,3.46,10.96,0.07,0.93,3.68,0.01,0.04,0.06,49,Good,TG001
05-09-2016,Hyderabad,7.71,35.25,5.76,30.44,9.57,30.96,0.23,2.49,8.56,0.03,0.19,0.32,35.25,Good,TG001
06-09-2016,Hyderabad,22.42,69.13,11.74,58.99,18.74,28.75,0.27,12.97,11.29,0.08,1.3,2.24,85,Satisfactory,TG001
07-09-2016,Hyderabad,37.13,99.04,17.64,84.52,27.1,32.38,0.39,8.3,10.41,0.26,4.77,3.96,97,Satisfactory,TG001
08-09-2016,Hyderabad,16.71,55.25,11.07,52.49,16.86,18.46,0.2,8.63,10.17,0.09,1.79,2.61,93,Satisfactory,TG001
09-09-2016,Hyderabad,20.54,60.42,6.58,43.41,13.02,15.79,0.21,3.44,8.2,0.09,1.66,2.84,60.42,Satisfactory,TG001
10-09-2016,Hyderabad,37.08,82,12.5,78.98,26.06,22.71,0.37,13.91,15.02,0.1,1.9,5.73,92,Satisfactory,TG001
11-09-2016,Hyderabad,24.67,59.92,13.43,70.69,22.2,26.25,0.32,4.45,16.52,0.1,0.74,3.38,66,Satisfactory,TG001
12-09-2016,Hyderabad,30.42,69.67,11.8,59.25,20.74,16.58,0.28,12.54,15.39,0.08,1.34,5.74,65,Satisfactory,TG001
13-09-2016,Hyderabad,23.21,41.5,10.21,42.07,14.05,20,0.31,9.58,22.48,0.08,0.78,5.44,66,Satisfactory,TG001
14-09-2016,Hyderabad,23.25,45.96,10.27,42.44,14.15,12.38,0.13,12.68,21.14,0.06,0.95,7.3,55,Satisfactory,TG001
15-09-2016,Hyderabad,15.88,36.71,12.37,46.68,15.99,15.71,0.15,11.29,18.76,0.1,1.52,3.93,70,Satisfactory,TG001
16-09-2016,Hyderabad,4.5,11.29,6.08,21.87,7.61,23.96,0.27,1.63,5.16,0.03,0.21,0.54,59,Satisfactory,TG001
17-09-2016,Hyderabad,2.79,7.17,3.31,12.8,4.36,16.71,0.06,0.84,3.46,0.02,0.06,0.1,16.71,Good,TG001
18-09-2016,Hyderabad,0,0,0,0,0,0,0,0,0,0,0,0,0,Good,TG001
19-09-2016,Hyderabad,3.83,13.46,4.48,16.47,5.68,5.08,0.09,1.31,14.86,0.03,0.17,0.49,16.47,Good,TG001
20-09-2016,Hyderabad,9.83,21.83,8.85,31.44,11.36,6.46,0.25,1.98,24.77,0.05,0.22,0.96,62,Satisfactory,TG001
21-09-2016,Hyderabad,17.75,31.92,10.85,38.08,19.18,16.5,0.11,2.83,21.43,0.1,0.72,3.17,52,Satisfactory,TG001
22-09-2016,Hyderabad,11.42,29.96,8.95,33.23,11.32,8.25,0.1,3.84,23.26,0.04,0.7,2.76,52,Satisfactory,TG001
23-09-2016,Hyderabad,0.29,0.46,2.42,10.97,3.57,7.21,0.09,3.91,4.44,0.02,0.11,0.11,34,Good,TG001
24-09-2016,Hyderabad,5.29,9,4.62,16.17,5.66,3.21,0.25,3.8,12.58,0.02,0.35,2.18,16.17,Good,TG001
25-09-2016,Hyderabad,15.08,26.29,7.14,30.91,10.2,22.08,0.17,2.9,15.37,0.05,0.3,1.73,66,Satisfactory,TG001
26-09-2016,Hyderabad,24.58,56.79,12.64,43.42,15.21,28.67,0.24,14.2,19.15,0.1,3.15,4.49,82,Satisfactory,TG001
27-09-2016,Hyderabad,32.42,73.46,11.2,49.06,16.1,17.88,0.3,7.39,22.65,0.11,3.73,6.82,78,Satisfactory,TG001
28-09-2016,Hyderabad,39.54,83.79,11.42,52.58,17.01,11.42,0.11,8.64,23.51,0.11,3.79,6.19,86,Satisfactory,TG001
29-09-2016,Hyderabad,36.17,95.17,8.4,50.98,15.51,16.13,0.17,6.79,26.76,0.08,1.92,5,100,Satisfactory,TG001
30-09-2016,Hyderabad,36.08,97.25,7.75,44.06,13.6,11.33,0.01,6.28,33.57,0.06,1.71,6.22,103,Moderate,TG001
01-10-2016,Hyderabad,13.92,25.88,7.97,35.1,17.37,20.88,0.2,6.69,24.64,0.08,1.2,2.13,70,Satisfactory,TG001
02-10-2016,Hyderabad,12.42,22.79,8.64,38.18,12.52,17.75,0.11,2.51,27.75,0.05,0.29,0.11,55,Satisfactory,TG001
03-10-2016,Hyderabad,10.08,26.71,6.33,22.44,7.84,14.88,0.19,8.26,20.85,0.02,0.11,0.13,72,Satisfactory,TG001
04-10-2016,Hyderabad,12,35.5,9.57,42.12,13.8,9,0.03,6.74,22.95,0.03,0.11,0.09,47,Good,TG001
05-10-2016,Hyderabad,9.79,32.21,10.92,35.58,12.75,12.29,0.07,5.53,23.2,0.02,0.09,0.22,73,Satisfactory,TG001
06-10-2016,Hyderabad,15.17,52.38,13.83,47.47,16.72,13.96,0.1,6.85,20.62,0.02,0.2,0.76,56,Satisfactory,TG001
07-10-2016,Hyderabad,15.38,57.46,10.46,40.95,13.83,10.54,0.2,6.22,23.05,0.01,0.17,0.7,63,Satisfactory,TG001
08-10-2016,Hyderabad,13.63,31.21,8.91,32.63,12.18,9.25,0.08,2.67,18.63,0.01,0.21,0.22,55,Satisfactory,TG001
09-10-2016,Hyderabad,3.21,11.33,2.87,11.5,3.87,2.79,0.05,0.39,7.68,0,0.06,0.06,65,Satisfactory,TG001
10-10-2016,Hyderabad,21,47.04,3.93,16.28,5.41,7.08,0.25,2.14,19.81,0.01,0.09,0.09,47.04,Good,TG001
11-10-2016,Hyderabad,0,0,0,0,0,0,0,0,0,0,0,0,0,Good,TG001
12-10-2016,Hyderabad,32.38,72.21,6.83,30.32,9.94,10.17,0.43,12.84,18.41,0.23,3.94,4.6,106,Moderate,TG001
13-10-2016,Hyderabad,50.46,99.79,12.08,63.89,20.04,21.17,0.65,15.29,26.79,0.48,10.12,4.94,104,Moderate,TG001
14-10-2016,Hyderabad,44.58,94.38,10.91,73.13,21.83,31.29,0.62,22.54,33.44,0.53,6.69,1.11,97,Satisfactory,TG001
15-10-2016,Hyderabad,37.54,84.08,7.41,51.49,15.27,22.67,0.59,13.3,32.21,0.22,4.61,0.46,97,Satisfactory,TG001
16-10-2016,Hyderabad,56.79,104.29,15.01,75.39,23.92,31.38,0.79,21.55,33.68,0.33,8.32,2.28,108,Moderate,TG001
17-10-2016,Hyderabad,54.96,94.38,26.16,87.44,31.02,28.71,0.53,23.06,26.69,0.47,9.19,3.78,100,Satisfactory,TG001
18-10-2016,Hyderabad,55.17,86.63,20.42,88.48,29.15,25.13,0.59,26.75,24.91,0.17,3.61,4.51,97,Satisfactory,TG001
19-10-2016,Hyderabad,58.88,101.63,12.43,75.82,22.89,29.92,0.97,29.86,35.87,0.07,1.53,0.66,103,Moderate,TG001
20-10-2016,Hyderabad,61.58,106.25,11.99,77.75,23.4,29.13,0.81,34.73,35.26,0.09,1.88,0.82,104,Moderate,TG001
21-10-2016,Hyderabad,59.04,100.25,12.44,71.09,21.95,39.46,0.51,35.22,35.03,0.13,3.11,0.48,102,Moderate,TG001
22-10-2016,Hyderabad,52.17,108.25,13.08,79.11,24.12,53.38,0.39,29.12,34.31,0.08,1.5,1.12,104,Moderate,TG001
23-10-2016,Hyderabad,0,106.88,11.06,86.29,25.15,54.5,0.55,37.97,40.26,0.1,3.39,0.62,111,Moderate,TG001
24-10-2016,Hyderabad,29.17,108.25,10.82,66.72,20.79,34.54,0.3,30.29,29.52,0.08,2.06,0.31,107,Moderate,TG001
25-10-2016,Hyderabad,64.13,103,11.65,68.11,20.88,30.17,0.38,18.9,27.18,0.06,1.27,1.74,114,Moderate,TG001
26-10-2016,Hyderabad,61.13,105.63,11.8,60.83,19.19,48.04,0.33,32.05,38.81,0.11,1.83,0.74,107,Moderate,TG001
27-10-2016,Hyderabad,64.33,101.46,11.68,50.97,16.75,45.17,0.33,44.21,56.45,0.09,2.43,0.95,117,Moderate,TG001
28-10-2016,Hyderabad,62.21,98.96,9.59,41.2,13.55,39.83,0.38,47.38,70.1,0.07,1.48,0.81,116,Moderate,TG001
29-10-2016,Hyderabad,73.04,104.96,10.85,49.76,16.1,42.29,0.5,46.17,56.15,0.07,1.78,1.1,130,Moderate,TG001
30-10-2016,Hyderabad,63.63,97.17,7.96,25.39,9.13,27.38,0.33,19.58,55.87,0.09,1.61,0.62,129,Moderate,TG001
31-10-2016,Hyderabad,50.92,73.67,7.73,21.32,11.15,22.75,0.54,20.6,41.02,0.07,1.37,0.09,106,Moderate,TG001
01-11-2016,Hyderabad,73.5,106.58,9.75,35.18,17.47,24.63,0.57,47.02,58.59,0.17,4.44,1.96,118,Moderate,TG001
02-11-2016,Hyderabad,62.17,96.71,8.85,21.85,8.34,20.67,0.35,43.64,65.35,0.2,2.78,1.8,134,Moderate,TG001
03-11-2016,Hyderabad,61.75,97.54,9.6,23.49,9.26,20.83,0.35,35.06,58.34,0.08,1.68,2.07,104,Moderate,TG001
04-11-2016,Hyderabad,65.13,101.13,9.43,13.74,5.38,9.25,0.36,31.95,58.26,0.05,1.63,2.03,113,Moderate,TG001
05-11-2016,Hyderabad,67.21,100.83,10.41,31.41,11.5,12.5,0.26,31.89,66.88,0.08,1.35,2.46,151,Moderate,TG001
06-11-2016,Hyderabad,65.79,104.67,9.87,25.01,9.76,14.04,0.36,31.29,66.89,0.08,1.73,0.98,119,Moderate,TG001
07-11-2016,Hyderabad,66.63,112.79,8.73,18.35,7.51,22.75,0.35,40.78,72.73,0.16,1.99,0.28,124,Moderate,TG001
08-11-2016,Hyderabad,60.58,107.08,8.57,36.85,12.13,25.29,0.47,38.63,66.96,0.13,2.09,0.35,112,Moderate,TG001
09-11-2016,Hyderabad,65.33,103.79,8.22,42.02,13.74,24.25,0.45,35.56,74.13,0.13,1.21,0.13,147,Moderate,TG001
10-11-2016,Hyderabad,71.58,106.25,9.65,56.07,17.15,36.29,0.45,46.68,79.48,0.11,1.66,0.29,144,Moderate,TG001
11-11-2016,Hyderabad,62.21,97.75,8.99,52.96,25.65,33.79,0.92,46.54,79.89,0.13,2.3,0.45,129,Moderate,TG001
12-11-2016,Hyderabad,61.88,104.38,9.26,53.12,16.3,39.08,0.61,35.55,92.1,0.08,1.54,0.33,152,Moderate,TG001
13-11-2016,Hyderabad,60.96,98.46,8.93,48.17,14.97,30,0.64,28.22,91.75,0.05,0.86,0.5,163,Moderate,TG001
14-11-2016,Hyderabad,61.5,99.71,10.06,45.51,14.73,31.5,0.74,16.38,59.28,0.05,0.76,0.13,122,Moderate,TG001
15-11-2016,Hyderabad,67.58,102.46,9.75,35.21,12.11,27.83,0.54,25.31,55.35,0.06,1.11,0.16,125,Moderate,TG001
16-11-2016,Hyderabad,59.71,101.33,8.44,36.72,11.96,31.08,0.59,51.36,78.43,0.07,1.02,0.04,140,Moderate,TG001
17-11-2016,Hyderabad,63.38,103.33,8.28,38.09,12.26,33.54,0.49,42.96,75.33,0.05,0.85,0.06,104,Moderate,TG001
18-11-2016,Hyderabad,61.67,95.33,8.64,41.53,13.22,29.04,0.45,37.9,76.18,0.08,0.83,0.34,133,Moderate,TG001
19-11-2016,Hyderabad,61.83,98.96,10.96,58.71,18.26,36.5,0.52,44.93,67.7,0.07,0.82,0.33,141,Moderate,TG001
20-11-2016,Hyderabad,61.04,96.54,11.02,63.32,19.38,33.54,0.57,30.3,64.43,0.02,0.57,0.08,122,Moderate,TG001
21-11-2016,Hyderabad,55.88,85.29,11.63,59.47,18.69,38.88,0.51,36.43,53.54,0.03,0.57,0.06,105,Moderate,TG001
22-11-2016,Hyderabad,45.25,66.83,8.91,49.36,15.22,28.54,0.5,23.51,31.97,0.02,0.49,0.1,98,Satisfactory,TG001
23-11-2016,Hyderabad,52.29,61.04,9.21,46.86,14.74,33.96,0.52,32.04,58.2,0.05,0.85,0.18,124,Moderate,TG001
24-11-2016,Hyderabad,64.38,95.79,12.59,60.39,19.27,30.13,0.64,31.07,67.2,0.04,0.65,0.31,162,Moderate,TG001
25-11-2016,Hyderabad,63.46,102.08,10.63,37.87,13.16,23.5,0.59,41.97,50.88,0.02,0.61,0.33,136,Moderate,TG001
26-11-2016,Hyderabad,53,90.25,7.65,8.25,4.6,5.08,0.55,36.74,29.92,0.03,0.44,0.33,109,Moderate,TG001
27-11-2016,Hyderabad,60,98.75,7.69,5.3,4.13,3.54,0.5,48.96,51.89,0.03,0.67,0.4,106,Moderate,TG001
28-11-2016,Hyderabad,63.88,103.17,7.48,5.31,3.59,4.08,0.49,42.29,57.06,0.02,0.46,0.05,105,Moderate,TG001
29-11-2016,Hyderabad,55.42,95.42,7.97,27.3,6.7,16.42,0.3,41.03,49.06,0.02,0.36,0.11,113,Moderate,TG001
30-11-2016,Hyderabad,59,95.58,12.12,72,14.58,41.21,0.43,37.54,44.92,0.02,0.34,0.19,100,Satisfactory,TG001
01-12-2016,Hyderabad,54,89.75,9.7,49.53,10.45,29.08,0.38,21.18,45.54,0.02,0.15,0.12,103,Moderate,TG001
02-12-2016,Hyderabad,28.13,46.54,5.13,24.88,5.18,16.33,0.17,16.08,17.85,0.01,0.08,0.03,96,Satisfactory,TG001
03-12-2016,Hyderabad,52.21,82.21,9.06,35.1,9.69,21.21,0.28,7.98,30.89,0.03,0.04,0.04,112,Moderate,TG001
04-12-2016,Hyderabad,59.42,94.79,12.66,40.89,14.51,21.33,0.41,20.04,32.84,0.04,0.12,0.05,94,Satisfactory,TG001
05-12-2016,Hyderabad,66.04,104.13,12.87,46.01,15.87,28.46,0.49,38.17,39.49,0.02,0.35,0.06,112,Moderate,TG001
06-12-2016,Hyderabad,63.25,96.04,8.73,42,11.8,26.75,0.46,37.7,59.48,0.02,0.22,0.05,115,Moderate,TG001
07-12-2016,Hyderabad,46,72.25,8.55,46.16,9.62,22.75,0.32,35.31,37.97,0.01,0.13,0.08,109,Moderate,TG001
08-12-2016,Hyderabad,53.04,89.38,10.05,56.11,11.6,27.38,0.36,32.29,46.97,0.01,0.18,0.15,110,Moderate,TG001
09-12-2016,Hyderabad,63.71,106.83,9.62,60.81,12.1,17.46,0.29,30.48,62.7,0.02,0.08,0.22,126,Moderate,TG001
10-12-2016,Hyderabad,61.83,103.08,11.02,60.63,12.58,24.38,0.38,34.5,54.68,0.02,0.42,0.66,117,Moderate,TG001
11-12-2016,Hyderabad,61.79,97.33,10.11,68.61,13.47,34.75,0.37,45.32,50.84,0.03,1.08,0.86,104,Moderate,TG001
12-12-2016,Hyderabad,46.83,99.96,10.74,55.75,11.72,25.33,0.45,44.41,43.55,0.02,0.49,0.13,103,Moderate,TG001
13-12-2016,Hyderabad,42.83,73.63,7.61,39.15,8.25,21.88,0.26,29.65,26.48,0.01,0.46,0.06,105,Moderate,TG001
14-12-2016,Hyderabad,37.29,52.46,7.77,22.65,5.73,16.17,0.28,6.54,30.8,0.01,0.05,0.03,82,Satisfactory,TG001
15-12-2016,Hyderabad,31.04,50.79,11.95,26.79,7.32,14.5,0.25,7.55,15.06,0.02,0.31,0.21,96,Satisfactory,TG001
16-12-2016,Hyderabad,43.13,64.21,9.11,32.66,7.57,18.58,0.28,22.42,29.4,0.02,0.33,0.02,133,Moderate,TG001
17-12-2016,Hyderabad,56.63,95.75,18.38,60.92,14.28,31.17,0.47,34.23,40.88,0.05,1.14,0.57,117,Moderate,TG001
18-12-2016,Hyderabad,54.75,94.71,11.85,62.77,12.93,36.17,0.33,38.49,40.87,0.07,1.32,0.46,96,Satisfactory,TG001
19-12-2016,Hyderabad,61.42,96.71,10.63,65.8,13.12,31.13,0.32,43.85,46.78,0.03,0.97,0.31,102,Moderate,TG001
20-12-2016,Hyderabad,59.96,94.83,10,67.81,13.49,34.25,0.34,49.63,56.91,0.03,1.02,0.6,117,Moderate,TG001
21-12-2016,Hyderabad,54.25,95.54,11.18,73.32,14.68,29.33,0.42,45.43,49.4,0.04,1.08,0.9,106,Moderate,TG001
22-12-2016,Hyderabad,58.13,96.04,8.65,67.71,13.14,42.92,0.36,44.42,49.82,0.07,1.16,1.32,102,Moderate,TG001
23-12-2016,Hyderabad,60.17,95.54,11.1,67.78,13.76,26.71,0.33,37.44,42.22,0.04,1.07,1.73,101,Moderate,TG001
24-12-2016,Hyderabad,60.25,103.17,9.82,70.51,16.86,31.13,0.43,31.91,55.71,0.05,1.25,0.65,104,Moderate,TG001
25-12-2016,Hyderabad,58.75,103.46,8.23,58.83,17.39,19.5,0.51,11.31,63.02,0.03,0.64,0.12,106,Moderate,TG001
26-12-2016,Hyderabad,24.54,95.63,9.6,55.26,19.56,36.71,0.73,19.3,51.25,0.09,1.31,0.25,106,Moderate,TG001
27-12-2016,Hyderabad,54.42,92.63,9.02,69.63,25.52,34.58,0.74,42.59,49.14,0.2,3.11,1.5,95,Satisfactory,TG001
28-12-2016,Hyderabad,62.71,101.25,10.89,73.53,16.43,35.46,0.45,39.57,74.29,0.07,1.55,0.52,160,Moderate,TG001
29-12-2016,Hyderabad,60.04,98.83,9.38,58.31,14.69,24.79,0.48,10.11,57.89,0.04,0.69,0.92,124,Moderate,TG001
30-12-2016,Hyderabad,61.46,104.79,9.17,49.74,10.35,25.33,0.37,14.59,80.55,0.03,0.48,0.36,160,Moderate,TG001
31-12-2016,Hyderabad,59.38,105.67,7.84,40.04,8.45,18.46,0.28,6.27,83.19,0.03,0.23,0.04,173,Moderate,TG001
01-01-2017,Hyderabad,61.42,100.46,7.54,39.37,8.27,15.42,0.25,6.08,69.11,0.02,0.2,0.03,110,Moderate,TG001
02-01-2017,Hyderabad,47.25,80.08,9.69,52,10.85,24.88,0.33,20.73,47.61,0.02,0.77,0.18,103,Moderate,TG001
